Date,Level1,Level2,Level3,Level4
2019-01-04 23:00:00,44,33.3,47.9,9.26
2019-01-05 00:00:00,45,35.8,68.1,10.86
2019-01-05 01:00:00,30,25.4,52.6,10.77
2019-01-05 02:00:00,45,15.8,46.4,10.14
2019-01-05 03:00:00,10,25.9,24.8,10.82
2019-01-05 04:00:00,21,36.3,79.4,10.86
2019-01-05 05:00:00,45,15.5,73.8,10.82
2019-01-05 06:00:00,78,30.2,39.7,9.76
2019-01-05 07:00:00,47,20.2,31.7,9.37
2019-01-05 08:00:00,10,32.0,55.8,9.05
2019-01-05 09:00:00,66,28.7,19.9,9.92
2019-01-05 10:00:00,28,25.4,74.0,10.59
2019-01-05 11:00:00,15,14.1,76.9,9.62
2019-01-05 12:00:00,36,18.0,46.8,9.78
2019-01-05 13:00:00,17,23.7,73.5,10.21
2019-01-05 14:00:00,36,18.9,34.4,10.57
2019-01-05 15:00:00,73,29.1,78.7,10.57
2019-01-05 16:00:00,29,36.7,58.3,9.76
2019-01-05 17:00:00,17,31.7,30.9,10.97
2019-01-05 18:00:00,74,22.7,71.3,10.48
2019-01-05 19:00:00,41,27.7,39.0,10.18
2019-01-05 20:00:00,41,35.8,26.1,10.63
2019-01-05 21:00:00,46,19.2,77.8,10.88
2019-01-05 22:00:00,36,17.5,74.7,9.66
2019-01-05 23:00:00,55,35.0,21.5,10.84
2019-01-06 00:00:00,66,32.1,50.2,9.67
2019-01-06 01:00:00,32,37.4,44.8,10.24
2019-01-06 02:00:00,75,31.1,58.3,10.01
2019-01-06 03:00:00,18,22.8,72.5,10.13
2019-01-06 04:00:00,24,34.3,77.5,10.18
2019-01-06 05:00:00,61,17.1,44.1,9.24
2019-01-06 06:00:00,79,18.8,32.7,9.22
2019-01-06 07:00:00,78,26.2,63.5,10.38
2019-01-06 08:00:00,29,30.1,61.4,10.48
2019-01-06 09:00:00,41,16.8,76.8,9.44
2019-01-06 10:00:00,70,24.6,49.1,10.3
2019-01-06 11:00:00,34,20.8,31.1,9.39
2019-01-06 12:00:00,35,32.0,46.9,10.57
2019-01-06 13:00:00,43,20.2,74.8,9.23
2019-01-06 14:00:00,15,34.1,19.1,9.19
2019-01-06 15:00:00,37,30.5,48.0,10.71
2019-01-06 16:00:00,41,19.6,67.6,9.27
2019-01-06 17:00:00,60,32.1,71.9,9.68
2019-01-06 18:00:00,72,27.3,49.9,9.27
2019-01-06 19:00:00,11,27.1,35.4,10.74
2019-01-06 20:00:00,73,17.7,74.9,9.89
2019-01-06 21:00:00,38,22.4,59.2,9.41
2019-01-06 22:00:00,40,15.8,55.1,10.36
2019-01-06 23:00:00,61,34.5,48.6,9.7
2019-01-07 00:00:00,15,29.3,16.9,10.7
2019-01-07 01:00:00,58,17.1,52.6,10.95
2019-01-07 02:00:00,36,37.8,35.5,10.54
2019-01-07 03:00:00,28,20.3,35.4,10.86
2019-01-07 04:00:00,61,19.4,15.8,9.46
2019-01-07 05:00:00,36,37.1,33.3,9.32
2019-01-07 06:00:00,54,35.2,76.8,10.97
2019-01-07 07:00:00,46,37.3,47.9,9.16
2019-01-07 08:00:00,74,26.2,60.4,9.07
2019-01-07 09:00:00,49,25.9,40.3,9.02
2019-01-07 10:00:00,22,19.3,25.5,9.28
2019-01-07 11:00:00,56,14.9,37.8,10.31
2019-01-07 12:00:00,29,25.7,32.1,9.2
2019-01-07 13:00:00,36,27.4,13.6,10.67
2019-01-07 14:00:00,45,15.3,23.0,10.0
2019-01-07 15:00:00,35,32.5,70.7,10.77
2019-01-07 16:00:00,78,33.3,68.3,9.55
2019-01-07 17:00:00,43,25.3,79.2,9.27
2019-01-07 18:00:00,46,29.2,65.0,10.08
2019-01-07 19:00:00,38,36.4,30.2,9.08
2019-01-07 20:00:00,44,17.3,29.8,9.46
2019-01-07 21:00:00,15,27.7,73.5,9.2
2019-01-07 22:00:00,17,29.3,45.1,9.77
2019-01-07 23:00:00,18,19.3,55.4,9.1
2019-01-08 00:00:00,11,37.0,51.1,10.7
2019-01-08 01:00:00,69,17.9,22.3,9.76
2019-01-08 02:00:00,63,26.5,76.8,10.47
2019-01-08 03:00:00,50,24.3,33.9,9.88
2019-01-08 04:00:00,11,37.2,16.2,9.78
2019-01-08 05:00:00,33,26.3,64.5,9.92
2019-01-08 06:00:00,37,23.9,58.5,9.69
2019-01-08 07:00:00,13,24.2,46.5,9.22
2019-01-08 08:00:00,42,18.5,18.9,10.6
2019-01-08 09:00:00,43,25.7,61.3,10.15
2019-01-08 10:00:00,71,22.7,56.5,9.53
2019-01-08 11:00:00,79,27.1,21.2,10.44
2019-01-08 12:00:00,43,28.7,19.2,9.53
2019-01-08 13:00:00,17,27.3,67.2,9.34
2019-01-08 14:00:00,62,27.0,19.8,10.49
2019-01-08 15:00:00,69,25.4,43.0,10.37
2019-01-08 16:00:00,59,27.7,21.8,10.21
2019-01-08 17:00:00,78,22.1,70.7,10.06
2019-01-08 18:00:00,17,36.3,44.8,9.17
2019-01-08 19:00:00,73,29.2,72.0,10.62
2019-01-08 20:00:00,60,19.2,43.9,9.63
2019-01-08 21:00:00,71,31.7,49.3,10.59
2019-01-08 22:00:00,17,19.4,34.7,9.44
2019-01-08 23:00:00,33,30.3,18.4,10.24
2019-01-09 00:00:00,61,20.5,61.0,10.41
2019-01-09 01:00:00,76,32.5,41.1,9.49
2019-01-09 02:00:00,66,15.2,72.1,9.06
2019-01-09 03:00:00,33,14.8,75.4,10.42
2019-01-09 04:00:00,34,14.8,36.9,10.44
2019-01-09 05:00:00,67,27.8,42.2,9.26
2019-01-09 06:00:00,42,35.3,54.7,10.04
2019-01-09 07:00:00,72,17.8,33.8,10.85
2019-01-09 08:00:00,60,26.8,51.7,9.34
2019-01-09 09:00:00,68,37.2,45.7,10.11
2019-01-09 10:00:00,28,27.4,42.8,10.2
2019-01-09 11:00:00,49,34.5,75.3,9.7
2019-01-09 12:00:00,68,30.4,57.8,9.75
2019-01-09 13:00:00,10,36.3,68.1,10.74
2019-01-09 14:00:00,67,25.8,21.6,9.94
2019-01-09 15:00:00,11,35.2,72.9,9.23
2019-01-09 16:00:00,25,22.9,28.1,10.44
2019-01-09 17:00:00,33,34.5,78.5,9.85
2019-01-09 18:00:00,79,33.3,28.9,10.25
2019-01-09 19:00:00,26,30.9,16.6,9.72
2019-01-09 20:00:00,25,31.1,18.7,10.13
2019-01-09 21:00:00,70,21.0,16.8,10.76
2019-01-09 22:00:00,64,23.9,43.3,9.13
2019-01-09 23:00:00,79,20.0,71.5,9.75
2019-01-10 00:00:00,31,29.4,24.4,9.37
2019-01-10 01:00:00,55,22.2,43.9,9.69
2019-01-10 02:00:00,60,15.0,68.7,10.66
2019-01-10 03:00:00,78,16.8,39.5,9.92
2019-01-10 04:00:00,37,29.7,49.0,10.61
2019-01-10 05:00:00,47,34.8,63.9,10.98
2019-01-10 06:00:00,20,27.2,55.5,9.8
2019-01-10 07:00:00,76,34.2,70.0,10.13
2019-01-10 08:00:00,34,24.9,74.1,10.93
2019-01-10 09:00:00,52,27.0,21.2,10.56
2019-01-10 10:00:00,54,28.6,77.1,10.03
2019-01-10 11:00:00,66,21.6,23.2,9.27
2019-01-10 12:00:00,56,27.7,78.9,10.09
2019-01-10 13:00:00,44,25.0,28.0,9.02
2019-01-10 14:00:00,29,32.8,24.1,10.67
2019-01-10 15:00:00,46,21.7,77.8,10.17
2019-01-10 16:00:00,43,35.0,69.5,10.74
2019-01-10 17:00:00,64,22.8,41.5,9.49
2019-01-10 18:00:00,69,30.5,13.4,9.9
2019-01-10 19:00:00,45,32.2,73.7,10.22
2019-01-10 20:00:00,74,37.9,22.0,9.48
2019-01-10 21:00:00,12,20.0,54.9,10.12
2019-01-10 22:00:00,27,32.8,44.4,9.04
2019-01-10 23:00:00,16,37.1,41.1,10.96
2019-01-11 00:00:00,12,31.4,21.3,10.93
2019-01-11 01:00:00,63,32.0,61.1,10.09
2019-01-11 02:00:00,14,31.2,27.7,10.66
2019-01-11 03:00:00,35,23.2,70.5,10.0
2019-01-11 04:00:00,53,36.6,69.3,9.34
2019-01-11 05:00:00,67,20.2,17.7,9.24
2019-01-11 06:00:00,32,26.1,71.9,9.54
2019-01-11 07:00:00,57,36.1,67.4,10.7
2019-01-11 08:00:00,68,18.9,58.7,10.39
2019-01-11 09:00:00,36,24.5,12.1,9.27
2019-01-11 10:00:00,63,21.5,27.2,9.31
2019-01-11 11:00:00,33,21.3,20.4,9.01
2019-01-11 12:00:00,76,31.8,60.3,9.32
2019-01-11 13:00:00,17,30.7,50.3,9.72
2019-01-11 14:00:00,68,28.5,27.0,9.73
2019-01-11 15:00:00,65,36.5,58.9,9.9
2019-01-11 16:00:00,18,33.0,31.9,10.15
2019-01-11 17:00:00,61,31.8,75.5,10.26
2019-01-11 18:00:00,55,20.0,13.4,9.82
2019-01-11 19:00:00,37,35.7,68.7,10.83
2019-01-11 20:00:00,41,18.3,23.6,9.12
2019-01-11 21:00:00,19,18.2,21.0,9.99
2019-01-11 22:00:00,49,35.3,17.1,10.4
2019-01-11 23:00:00,17,31.6,54.7,10.16
2019-01-12 00:00:00,37,32.0,54.0,9.83
2019-01-12 01:00:00,73,16.6,34.6,10.96
2019-01-12 02:00:00,16,21.9,29.8,9.57
2019-01-12 03:00:00,58,21.9,48.2,10.75
2019-01-12 04:00:00,22,28.0,34.5,10.85
2019-01-12 05:00:00,55,26.7,33.9,9.22
2019-01-12 06:00:00,37,24.3,40.5,10.83
2019-01-12 07:00:00,50,21.9,21.2,9.2
2019-01-12 08:00:00,68,23.7,27.9,9.9
2019-01-12 09:00:00,74,22.2,37.1,10.41
2019-01-12 10:00:00,78,30.0,42.0,10.44
2019-01-12 11:00:00,48,36.0,19.9,9.22
2019-01-12 12:00:00,63,14.8,57.4,9.87
2019-01-12 13:00:00,29,28.3,27.5,10.24
2019-01-12 14:00:00,75,35.2,57.1,9.58
2019-01-12 15:00:00,51,20.0,71.7,9.4
2019-01-12 16:00:00,72,37.5,36.5,9.9
2019-01-12 17:00:00,13,36.9,67.3,10.74
2019-01-12 18:00:00,25,29.8,29.7,9.76
2019-01-12 19:00:00,35,35.0,53.2,10.03
2019-01-12 20:00:00,14,20.0,43.8,10.93
2019-01-12 21:00:00,22,35.6,38.8,10.57
2019-01-12 22:00:00,37,31.8,29.7,9.87
2019-01-12 23:00:00,11,22.1,49.7,9.48
2019-01-13 00:00:00,51,37.0,54.7,9.6
2019-01-13 01:00:00,60,31.0,49.9,10.54
2019-01-13 02:00:00,77,23.3,76.1,9.34
2019-01-13 03:00:00,57,21.6,58.7,10.68
2019-01-13 04:00:00,55,22.8,15.4,9.75
2019-01-13 05:00:00,72,23.8,43.4,9.97
2019-01-13 06:00:00,13,29.9,78.0,9.67
2019-01-13 07:00:00,56,19.2,32.9,10.03
2019-01-13 08:00:00,55,25.6,70.5,10.75
2019-01-13 09:00:00,33,30.5,28.0,10.05
2019-01-13 10:00:00,54,16.4,50.9,9.5
2019-01-13 11:00:00,29,31.4,55.8,9.79
2019-01-13 12:00:00,30,30.5,71.6,9.28
2019-01-13 13:00:00,72,36.9,17.9,10.07
2019-01-13 14:00:00,20,37.4,35.3,9.72
2019-01-13 15:00:00,66,32.6,61.7,9.65
2019-01-13 16:00:00,65,33.2,53.4,9.12
2019-01-13 17:00:00,13,24.1,56.5,9.0
2019-01-13 18:00:00,37,32.1,56.3,9.79
2019-01-13 19:00:00,61,35.0,65.4,10.24
2019-01-13 20:00:00,30,27.1,37.1,9.69
2019-01-13 21:00:00,19,23.0,56.4,9.36
2019-01-13 22:00:00,11,34.5,70.5,9.28
2019-01-13 23:00:00,27,21.3,36.8,9.49
2019-01-14 00:00:00,53,18.3,58.3,9.96
2019-01-14 01:00:00,48,14.5,71.0,10.55
2019-01-14 02:00:00,70,34.5,31.7,10.31
2019-01-14 03:00:00,47,35.4,55.8,10.37
2019-01-14 04:00:00,13,17.9,16.7,9.01
2019-01-14 05:00:00,72,20.5,43.0,10.54
2019-01-14 06:00:00,61,19.4,42.3,9.7
2019-01-14 07:00:00,72,29.5,28.1,9.25
2019-01-14 08:00:00,34,17.7,32.2,10.68
2019-01-14 09:00:00,62,32.0,50.6,10.16
2019-01-14 10:00:00,46,18.8,78.1,9.35
2019-01-14 11:00:00,43,22.8,19.4,9.79
2019-01-14 12:00:00,54,23.1,79.3,9.39
2019-01-14 13:00:00,70,37.5,19.4,9.8
2019-01-14 14:00:00,29,19.8,57.7,10.61
2019-01-14 15:00:00,29,27.9,78.7,10.98
2019-01-14 16:00:00,41,33.9,12.7,9.27
2019-01-14 17:00:00,79,23.4,13.8,9.45
2019-01-14 18:00:00,62,27.6,56.5,9.46
2019-01-14 19:00:00,24,34.1,36.1,9.56
2019-01-14 20:00:00,20,18.2,23.1,10.57
2019-01-14 21:00:00,41,23.4,73.1,9.3
2019-01-14 22:00:00,70,22.4,20.2,10.0
2019-01-14 23:00:00,64,33.2,69.6,10.73
2019-01-15 00:00:00,67,18.9,17.7,9.75
2019-01-15 01:00:00,65,33.4,40.4,10.17
2019-01-15 02:00:00,16,23.5,30.3,10.55
2019-01-15 03:00:00,10,18.5,35.8,9.83
2019-01-15 04:00:00,44,23.6,29.7,10.09
2019-01-15 05:00:00,57,36.2,45.4,10.2
2019-01-15 06:00:00,35,37.0,27.4,9.28
2019-01-15 07:00:00,64,32.5,52.2,10.56
2019-01-15 08:00:00,28,16.7,12.3,9.07
2019-01-15 09:00:00,58,26.1,78.7,9.81
2019-01-15 10:00:00,48,35.3,52.7,9.32
2019-01-15 11:00:00,11,35.9,19.3,9.19
2019-01-15 12:00:00,24,27.5,34.8,10.97
2019-01-15 13:00:00,21,31.9,21.2,9.68
2019-01-15 14:00:00,36,36.1,23.0,9.9
2019-01-15 15:00:00,65,20.1,19.5,9.02
2019-01-15 16:00:00,74,18.2,39.1,9.01
2019-01-15 17:00:00,12,17.6,42.1,9.81
2019-01-15 18:00:00,29,25.8,15.6,9.37
2019-01-15 19:00:00,30,17.8,63.2,10.15
2019-01-15 20:00:00,10,35.8,17.8,10.43
2019-01-15 21:00:00,48,17.8,17.5,9.38
2019-01-15 22:00:00,32,35.9,68.8,9.32
2019-01-15 23:00:00,48,25.5,32.9,10.81
2019-01-16 00:00:00,52,19.8,27.4,10.98
2019-01-16 01:00:00,26,14.3,49.5,10.99
2019-01-16 02:00:00,19,24.8,68.5,10.8
2019-01-16 03:00:00,46,31.4,52.8,10.2
2019-01-16 04:00:00,43,32.5,73.6,9.36
2019-01-16 05:00:00,18,21.5,45.1,9.99
2019-01-16 06:00:00,28,14.7,28.8,9.43
2019-01-16 07:00:00,61,29.9,21.4,9.06
2019-01-16 08:00:00,11,33.0,29.0,10.33
2019-01-16 09:00:00,29,25.0,79.4,9.63
2019-01-16 10:00:00,64,19.6,38.8,9.74
2019-01-16 11:00:00,79,30.8,14.2,10.63
2019-01-16 12:00:00,73,20.3,52.6,10.63
2019-01-16 13:00:00,13,16.1,47.8,9.25
2019-01-16 14:00:00,20,35.2,72.0,10.09
2019-01-16 15:00:00,72,35.1,37.3,9.23
2019-01-16 16:00:00,63,16.8,48.5,10.92
2019-01-16 17:00:00,70,26.2,17.7,10.89
2019-01-16 18:00:00,19,27.8,29.8,10.16
2019-01-16 19:00:00,79,19.8,70.5,9.22
2019-01-16 20:00:00,17,30.8,56.6,10.26
2019-01-16 21:00:00,11,20.7,42.4,10.75
2019-01-16 22:00:00,65,35.9,68.3,9.69
2019-01-16 23:00:00,67,29.2,70.0,10.09
2019-01-17 00:00:00,76,28.3,76.2,9.49
2019-01-17 01:00:00,41,31.5,63.6,9.02
2019-01-17 02:00:00,28,22.5,53.7,9.5
2019-01-17 03:00:00,12,14.0,30.3,10.73
2019-01-17 04:00:00,78,25.7,51.9,10.41
2019-01-17 05:00:00,37,14.0,61.6,10.83
2019-01-17 06:00:00,67,14.8,43.8,9.49
2019-01-17 07:00:00,44,29.7,34.4,10.49
2019-01-17 08:00:00,23,17.8,79.8,9.16
2019-01-17 09:00:00,18,16.2,53.4,10.19
2019-01-17 10:00:00,68,36.6,30.7,9.39
2019-01-17 11:00:00,64,26.9,65.6,10.95
2019-01-17 12:00:00,18,34.8,43.2,10.74
2019-01-17 13:00:00,67,18.6,50.4,10.53
2019-01-17 14:00:00,50,18.7,15.9,10.85
2019-01-17 15:00:00,66,24.4,33.0,9.49
2019-01-17 16:00:00,16,26.2,19.2,9.52
2019-01-17 17:00:00,28,27.8,16.3,10.34
2019-01-17 18:00:00,62,26.9,51.7,9.9
2019-01-17 19:00:00,77,34.3,21.9,9.56
2019-01-17 20:00:00,29,31.5,26.1,10.67
2019-01-17 21:00:00,35,16.6,39.5,10.69
2019-01-17 22:00:00,61,35.9,65.3,10.11
2019-01-17 23:00:00,73,20.6,27.6,9.0
2019-01-18 00:00:00,45,17.8,57.4,10.68
2019-01-18 01:00:00,35,17.8,79.3,10.2
2019-01-18 02:00:00,39,29.6,30.1,10.51
2019-01-18 03:00:00,71,33.7,69.8,9.14
2019-01-18 04:00:00,76,37.9,14.9,9.5
2019-01-18 05:00:00,18,21.4,23.3,10.8
2019-01-18 06:00:00,35,31.1,68.0,9.19
2019-01-18 07:00:00,13,18.8,62.9,10.68
2019-01-18 08:00:00,41,17.8,47.8,9.5
2019-01-18 09:00:00,65,31.3,44.1,10.85
2019-01-18 10:00:00,25,33.9,23.4,10.46
2019-01-18 11:00:00,16,24.8,14.2,10.4
2019-01-18 12:00:00,46,37.3,60.4,9.04
2019-01-18 13:00:00,21,29.0,14.4,9.26
2019-01-18 14:00:00,34,15.3,67.3,9.39
2019-01-18 15:00:00,69,36.0,25.2,10.93
2019-01-18 16:00:00,72,29.0,63.8,10.53
2019-01-18 17:00:00,28,35.0,36.9,9.07
2019-01-18 18:00:00,74,33.3,68.0,10.68
2019-01-18 19:00:00,49,15.8,35.1,10.11
2019-01-18 20:00:00,53,27.1,18.2,9.61
2019-01-18 21:00:00,47,18.3,43.0,10.55
2019-01-18 22:00:00,68,28.9,30.8,9.07
2019-01-18 23:00:00,52,27.9,77.6,10.0
2019-01-19 00:00:00,65,27.5,51.6,10.76
2019-01-19 01:00:00,23,36.6,41.5,9.0
2019-01-19 02:00:00,54,30.7,28.1,10.47
2019-01-19 03:00:00,49,37.4,33.8,10.57
2019-01-19 04:00:00,25,30.2,38.2,10.81
2019-01-19 05:00:00,74,37.5,25.5,9.63
2019-01-19 06:00:00,17,16.6,51.2,10.89
2019-01-19 07:00:00,55,36.8,61.7,10.61
2019-01-19 08:00:00,25,14.4,17.7,10.34
2019-01-19 09:00:00,61,33.9,40.5,9.03
2019-01-19 10:00:00,10,34.4,68.6,10.2
2019-01-19 11:00:00,17,15.5,32.3,10.82
2019-01-19 12:00:00,11,14.9,55.8,9.9
2019-01-19 13:00:00,61,26.0,43.7,9.15
2019-01-19 14:00:00,41,26.2,18.3,9.45
2019-01-19 15:00:00,10,37.2,30.8,10.54
2019-01-19 16:00:00,70,30.9,47.7,10.27
2019-01-19 17:00:00,28,26.9,75.0,10.83
2019-01-19 18:00:00,71,33.6,47.3,9.71
2019-01-19 19:00:00,38,33.1,59.7,10.5
2019-01-19 20:00:00,76,30.5,54.4,9.57
2019-01-19 21:00:00,28,21.8,38.0,9.3
2019-01-19 22:00:00,12,36.6,67.5,10.05
2019-01-19 23:00:00,52,30.0,36.4,9.43
2019-01-20 00:00:00,46,20.2,58.5,9.31
2019-01-20 01:00:00,47,32.9,48.2,10.06
2019-01-20 02:00:00,13,33.5,33.3,9.49
2019-01-20 03:00:00,35,30.8,66.8,9.57
2019-01-20 04:00:00,46,27.6,59.3,9.52
2019-01-20 05:00:00,46,33.6,30.2,9.08
2019-01-20 06:00:00,27,24.0,17.6,10.1
2019-01-20 07:00:00,24,19.2,19.1,10.51
2019-01-20 08:00:00,36,20.6,19.6,10.27
2019-01-20 09:00:00,22,19.3,32.4,9.18
2019-01-20 10:00:00,11,37.2,29.4,10.02
2019-01-20 11:00:00,35,28.0,53.7,10.13
2019-01-20 12:00:00,73,37.5,56.5,10.87
2019-01-20 13:00:00,69,37.1,75.9,9.43
2019-01-20 14:00:00,13,29.3,58.4,9.99
2019-01-20 15:00:00,50,36.8,38.7,9.58
2019-01-20 16:00:00,32,36.6,71.2,9.39
2019-01-20 17:00:00,31,23.4,52.4,9.44
2019-01-20 18:00:00,12,32.5,47.9,10.01
2019-01-20 19:00:00,57,22.5,57.1,10.1
2019-01-20 20:00:00,77,35.2,44.8,10.33
2019-01-20 21:00:00,49,27.5,38.4,9.45
2019-01-20 22:00:00,59,27.6,41.2,10.15
2019-01-20 23:00:00,15,18.7,35.6,9.7
2019-01-21 00:00:00,29,21.2,59.1,9.06
2019-01-21 01:00:00,69,30.0,69.2,9.1
2019-01-21 02:00:00,67,18.5,37.7,10.7
2019-01-21 03:00:00,30,32.8,51.5,10.5
2019-01-21 04:00:00,68,23.1,49.4,9.35
2019-01-21 05:00:00,59,37.5,27.4,10.08
2019-01-21 06:00:00,16,23.5,69.7,10.09
2019-01-21 07:00:00,11,32.6,28.7,9.2
2019-01-21 08:00:00,18,25.2,35.5,10.77
2019-01-21 09:00:00,66,29.3,59.8,9.66
2019-01-21 10:00:00,67,18.8,74.7,10.39
2019-01-21 11:00:00,75,29.7,52.2,10.37
2019-01-21 12:00:00,54,23.9,46.5,9.86
2019-01-21 13:00:00,12,22.5,64.4,9.69
2019-01-21 14:00:00,42,37.3,31.7,9.77
2019-01-21 15:00:00,38,28.9,51.3,10.24
2019-01-21 16:00:00,67,34.8,58.0,9.55
2019-01-21 17:00:00,13,37.5,12.3,9.58
2019-01-21 18:00:00,21,36.9,52.4,10.32
2019-01-21 19:00:00,28,29.4,12.1,9.91
2019-01-21 20:00:00,32,27.9,43.5,10.18
2019-01-21 21:00:00,45,17.4,24.0,10.63
2019-01-21 22:00:00,11,36.8,70.7,10.34
2019-01-21 23:00:00,42,21.8,29.4,9.49
2019-01-22 00:00:00,65,26.2,74.7,9.96
2019-01-22 01:00:00,46,17.0,37.5,10.55
2019-01-22 02:00:00,74,35.2,28.7,9.79
2019-01-22 03:00:00,21,23.3,70.1,9.98
2019-01-22 04:00:00,43,27.4,76.5,9.03
2019-01-22 05:00:00,43,21.6,61.5,9.72
2019-01-22 06:00:00,63,17.2,76.5,9.05
2019-01-22 07:00:00,65,24.0,50.6,9.61
2019-01-22 08:00:00,38,23.2,50.0,10.38
2019-01-22 09:00:00,22,30.1,44.1,9.84
2019-01-22 10:00:00,50,16.9,13.7,10.91
2019-01-22 11:00:00,53,21.1,39.8,9.71
2019-01-22 12:00:00,63,21.2,51.3,10.64
